site,area,city,district,state,region,lat,lon,ne_count
SMP,Central,Jammu,Jammu,Jammu and Kashmir,North,32.736109,74.858223,5
TPR,East,Panipat,Panipat,Haryana,North,29.392883,76.951681,5
PSF,South,Akola,Akola,Maharashtra,West,20.681555,77.006514,5
XAL,East,Sambalpur,Sambalpur,Odisha,East,21.46706,83.965408,5
SBU,North,Bhuj,Kutch,Gujarat,West,23.254894,69.682513,5
DOG,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.521779,87.325544,5
MEE,North,Bikaner,Bikaner,Rajasthan,North,28.026721,73.331434,5
KES,East,Tinsukia,Tinsukia,Assam,Northeast,27.489526,95.350232,5
BVC,South,Karnal,Karnal,Haryana,North,29.668671,76.9916,5
CLN,Sector 86,Faridabad,Faridabad,Haryana,North,28.401756,77.303554,5
SAO,Kolar,Bhopal,Bhopal,Madhya Pradesh,Central,23.270506,77.39524,5
SAU,South,Varanasi,Varanasi,Uttar Pradesh,North,25.304513,82.984464,5
ICT,Arera Colony,Bhopal,Bhopal,Madhya Pradesh,Central,23.269085,77.425313,5
CIN,Hasthampatti,Salem,Salem,Tamil Nadu,South,11.66426,78.160335,5
SNM,Central,Udaipur,Udaipur,Rajasthan,North,24.596134,73.714035,5
SND,Central,Anantapur,Anantapur,Andhra Pradesh,South,14.69118,77.600224,5
ROC,East,Bhilwara,Bhilwara,Rajasthan,North,25.346442,74.623695,5
XNT,South,Maheshtala,South 24 Parganas,West Bengal,East,22.491241,88.248227,5
XTB,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.501086,87.311574,5
NAB,East,Bhilai,Durg,Chhattisgarh,Central,21.195695,81.338796,5
XTL,Airoli,Navi Mumbai,Thane,Maharashtra,West,19.040017,73.014091,5
XAT,Hampankatta,Mangalore,Dakshina Kannada,Karnataka,South,12.9238,74.855769,5
XED,North,Kadapa,YSR Kadapa,Andhra Pradesh,South,14.467242,78.840013,5
BMW,Central,Aizawl,Aizawl,Mizoram,Northeast,23.7395,92.716034,5
JDS,North,Dhanbad,Dhanbad,Jharkhand,East,23.799596,86.444639,5
SNB,Fort Kochi,Kochi,Ernakulam,Kerala,South,9.936625,76.280371,5
TDW,North,Loni,Ghaziabad,Uttar Pradesh,North,28.739665,77.303308,5
SMK,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.501636,87.313465,5
ASA,Kolar,Bhopal,Bhopal,Madhya Pradesh,Central,23.269708,77.395017,5
UPS,MP Nagar,Bhopal,Bhopal,Madhya Pradesh,Central,23.27212,77.410891,5
XSW,South,Port Blair,Cuddalore,Tamil Nadu,South,11.729212,79.772211,5
LSP,South,Shillong,East Khasi Hills,Meghalaya,Northeast,25.561318,91.89256,5
ETS,RS Puram,Coimbatore,Coimbatore,Tamil Nadu,South,11.027785,76.955993,5
GEM,North,Nashik,Nashik,Maharashtra,West,20.002259,73.804948,5
NPD,East,Ambattur,Tiruvallur,Tamil Nadu,South,13.096615,80.149466,5
XTC,Central,Karaikudi,Sivaganga,Tamil Nadu,South,10.083664,78.776527,5
WLM,Singanallur,Coimbatore,Coimbatore,Tamil Nadu,South,11.007495,76.954934,5
NBW,North,Ambala,Ambala,Haryana,North,30.379377,76.791001,5
SIM,Central,Dehradun,Dehradun,Uttarakhand,North,30.326702,78.030935,5
PMS,Adajan,Surat,Surat,Gujarat,West,21.182001,72.831517,5
PSK,Vinayaka Nagar,Tirupati,Chittoor,Andhra Pradesh,South,13.6281,79.433529,5
OBS,North,Korba,Korba,Chhattisgarh,Central,22.361184,82.763259,5
APS,Central,Bikaner,Bikaner,Rajasthan,North,28.033339,73.310092,5
ACS,Sector 86,Faridabad,Faridabad,Haryana,North,28.402191,77.305975,5
TDC,East,Korba,Korba,Chhattisgarh,Central,22.360626,82.740464,5
XTN,North,Jalandhar,Jalandhar,Punjab,North,31.324497,75.589265,5
SCB,North,Kalyan,Thane,Maharashtra,West,19.246371,73.149662,5
ATM,North,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.186665,79.999804,5
XPS,Airoli,Navi Mumbai,Thane,Maharashtra,West,19.040736,73.012865,5
XDI,South,Rajahmundry,East Godavari,Andhra Pradesh,South,16.983721,81.803365,5
XAF,Bypass Road,Madurai,Madurai,Tamil Nadu,South,9.919647,78.106592,5
GVI,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.521586,87.325832,5
AMF,Central,Anantapur,Anantapur,Andhra Pradesh,South,14.693775,77.600038,5
ABQ,Pratap Nagar,Nagpur,Nagpur,Maharashtra,West,21.15573,79.071778,5
SPP,Patliputra,Patna,Patna,Bihar,East,25.600265,85.149531,5
AME,South,Malegaon,Nashik,Maharashtra,West,20.540245,74.527253,5
XAB,East,Dehradun,Dehradun,Uttarakhand,North,30.306634,78.025731,5
SGI,Paltan Bazar,Guwahati,Kamrup Metro,Assam,Northeast,26.150535,91.747278,5
SIC,South,Ulhasnagar,Thane,Maharashtra,West,19.201986,73.165173,5
SPC,North,Pathankot,Pathankot,Punjab,North,32.275193,75.664716,5
PLC,North,Bhilwara,Bhilwara,Rajasthan,North,25.345656,74.652298,5
XBS,South,Aurangabad,Aurangabad,Maharashtra,West,19.860324,75.352626,5
DHA,Vinayaka Nagar,Tirupati,Chittoor,Andhra Pradesh,South,13.627302,79.434966,5
SIK,South,Solapur,Solapur,Maharashtra,West,17.641084,75.90483,5
DOJ,Central,Bokaro Steel City,Bokaro,Jharkhand,East,23.678157,86.149887,5
THH,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.52139,87.326701,5
EOH,North,Port Blair,Cuddalore,Tamil Nadu,South,11.748487,79.786833,5
HMS,North,Nadiad,Kheda,Gujarat,West,22.694649,72.878344,5
SPL,Central,Amravati,Amravati,Maharashtra,West,20.947979,77.778244,5
BDR,South,Tiruvottiyur,Tiruvallur,Tamil Nadu,South,13.145283,80.302241,5
DJD,Central,Patiala,Patiala,Punjab,North,30.348778,76.38774,5
ITH,Central,Dhule,Dhule,Maharashtra,West,20.916732,74.774357,5
ASR,South,Ajmer,Ajmer,Rajasthan,North,26.432656,74.640035,5
RBI,North,Guntur,Guntur,Andhra Pradesh,South,16.304903,80.449115,5
AFG,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.530151,87.313089,5
NBJ,GS Road,Guwahati,Kamrup Metro,Assam,Northeast,26.136995,91.752299,5
NBO,North,Margao,South Goa,Goa,West,15.283432,74.000824,5
LMS,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.504178,87.310375,5
LVU,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.757149,77.289169,5
UMT,South,Rohtak,Rohtak,Haryana,North,28.879481,76.608526,5
ITB,Central,Kurnool,Kurnool,Andhra Pradesh,South,15.839953,78.036536,5
ILS,Central,Itanagar,Papum Pare,Arunachal Pradesh,Northeast,27.111205,93.606552,4
LMY,Central,Warangal,Warangal Urban,Telangana,South,17.975341,79.590214,4
SMZ,Kongu Nagar,Tiruppur,Tiruppur,Tamil Nadu,South,11.090899,77.339695,4
AAA,East,Jamnagar,Jamnagar,Gujarat,West,22.469619,70.046429,4
XLM,Central,Shahjahanpur,Shahjahanpur,Uttar Pradesh,North,27.892164,79.910258,4
CDS,South,Warangal,Warangal Urban,Telangana,South,17.949213,79.59326,4
AZS,North,Varanasi,Varanasi,Uttar Pradesh,North,25.321699,82.986057,4
ASE,South,Kota,Kota,Rajasthan,North,25.19971,75.873561,4
PFM,East,Rohtak,Rohtak,Haryana,North,28.895538,76.59684,4
NSK,Central,Belgaum,Belgaum,Karnataka,South,15.862373,74.497274,4
VHD,Central,Shillong,East Khasi Hills,Meghalaya,Northeast,25.589671,91.893831,4
XPC,South,Bhuj,Kutch,Gujarat,West,23.235838,69.670875,4
XMM,Central,Dhule,Dhule,Maharashtra,West,20.914794,74.776278,4
DIL,North,Malegaon,Nashik,Maharashtra,West,20.555964,74.545079,4
BTC,South,Jamnagar,Jamnagar,Gujarat,West,22.452581,70.059681,4
NBK,East,Karnal,Karnal,Haryana,North,29.687312,76.978327,4
LMH,East,Sambalpur,Sambalpur,Odisha,East,21.46681,83.964109,4
ALN,Bariatu,Ranchi,Ranchi,Jharkhand,East,23.337323,85.298515,4
MSC,Central,Thrissur,Thrissur,Kerala,South,10.537698,76.213588,4
ASN,North,Ambattur,Tiruvallur,Tamil Nadu,South,13.099946,80.176499,4
AMN,South,Kolhapur,Kolhapur,Maharashtra,West,16.687215,74.241895,4
DAS,Central,Ambala,Ambala,Haryana,North,30.390093,76.778212,4
VLM,Central,Ballari,Ballari,Karnataka,South,15.150632,76.922081,4
SWE,Borivali,Mumbai,Mumbai,Maharashtra,West,19.058709,72.878283,4
KTM,South,Rohtak,Rohtak,Haryana,North,28.879096,76.606366,4
PAL,Lalpur,Ranchi,Ranchi,Jharkhand,East,23.355468,85.308501,4
NNC,North,Dhule,Dhule,Maharashtra,West,20.90229,74.790942,4
SKE,North,Bareilly,Bareilly,Uttar Pradesh,North,28.365012,79.445391,4
POH,East,Kolhapur,Kolhapur,Maharashtra,West,16.706723,74.234343,4
MOD,South,Muzaffarpur,Muzaffarpur,Bihar,East,26.102342,85.363382,4
UDB,North,Jhansi,Jhansi,Uttar Pradesh,North,25.449758,78.581219,4
GBP,South,Malegaon,Nashik,Maharashtra,West,20.53888,74.527742,4
DLS,East,Kolhapur,Kolhapur,Maharashtra,West,16.705009,74.233842,4
THS,East,Loni,Ghaziabad,Uttar Pradesh,North,28.740192,77.279329,4
RPS,East,Dhule,Dhule,Maharashtra,West,20.904184,74.765218,4
TZM,East,Dhule,Dhule,Maharashtra,West,20.905459,74.765603,4
LTN,South,Anand,Anand,Gujarat,West,22.547567,72.927429,4
BSF,North,Puducherry,Puducherry,Puducherry,South,11.942561,79.821345,4
VGI,North,Loni,Ghaziabad,Uttar Pradesh,North,28.741508,77.301652,4
MNP,Central,Ambattur,Tiruvallur,Tamil Nadu,South,13.110932,80.159668,4
XHB,North,Loni,Ghaziabad,Uttar Pradesh,North,28.738403,77.305178,4
SWG,South,Kohima,Kohima,Nagaland,Northeast,25.658237,94.107794,4
LDE,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.519165,87.326966,4
ADC,Tirunagar,Madurai,Madurai,Tamil Nadu,South,9.932357,78.103451,4
MZN,East,Anantapur,Anantapur,Andhra Pradesh,South,14.68371,77.588019,4
APN,Kharghar,Navi Mumbai,Thane,Maharashtra,West,19.020355,73.031463,4
SIP,East,Ambala,Ambala,Haryana,North,30.379426,76.76741,4
SNW,East,Jamnagar,Jamnagar,Gujarat,West,22.472441,70.048564,4
SPX,Central,Kamarhati,North 24 Parganas,West Bengal,East,22.680797,88.368201,4
NTT,East,Ratnagiri,Ratnagiri,Maharashtra,West,16.99302,73.289567,4
MZA,East,Junagadh,Junagadh,Gujarat,West,21.523218,70.445482,4
RAC,North,Firozabad,Firozabad,Uttar Pradesh,North,27.157204,78.408932,4
RBB,South,Gulbarga,Kalaburagi,Karnataka,South,17.310115,76.836254,4
CLI,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519537,87.302133,4
CKB,Lalpur,Ranchi,Ranchi,Jharkhand,East,23.354959,85.310736,4
XCM,North,Firozabad,Firozabad,Uttar Pradesh,North,27.160032,78.408159,4
KLI,Kalwa,Thane,Thane,Maharashtra,West,19.208602,72.976255,4
NFS,Central,Roorkee,Haridwar,Uttarakhand,North,29.866215,77.887496,4
MDI,South,Dhule,Dhule,Maharashtra,West,20.885871,74.774659,4
HKS,South,Panaji,North Goa,Goa,West,15.47257,73.826292,4
XKS,North,Firozabad,Firozabad,Uttar Pradesh,North,27.159975,78.411135,4
AGR,South,Avadi,Tiruvallur,Tamil Nadu,South,13.095168,80.11082,4
SLK,Race Course,Coimbatore,Coimbatore,Tamil Nadu,South,11.010871,76.945143,4
MNK,Central,Kamarhati,North 24 Parganas,West Bengal,East,22.68157,88.369245,4
PSC,South,Kamarhati,North 24 Parganas,West Bengal,East,22.650785,88.369088,4
PPD,Central,Allahabad,Prayagraj,Uttar Pradesh,North,25.447942,81.847129,4
NWB,Manpada,Thane,Thane,Maharashtra,West,19.210337,72.965265,4
JAR,North,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.187703,79.998458,4
SPO,Central,Kurnool,Kurnool,Andhra Pradesh,South,15.838119,78.036983,4
LRZ,East,Loni,Ghaziabad,Uttar Pradesh,North,28.738458,77.277787,4
MGP,North,Agartala,West Tripura,Tripura,Northeast,23.83203,91.300715,4
MFE,Bariatu,Ranchi,Ranchi,Jharkhand,East,23.334931,85.297542,4
ABJ,North,Dhule,Dhule,Maharashtra,West,20.903507,74.789768,4
XHS,East,Bhavnagar,Bhavnagar,Gujarat,West,21.763352,72.14216,4
LCB,Central,Jammu,Jammu,Jammu and Kashmir,North,32.736124,74.858398,4
PMR,North,Ludhiana,Ludhiana,Punjab,North,30.905563,75.870879,4
PPN,East,Davanagere,Davanagere,Karnataka,South,14.465665,75.909675,4
SPI,Central,Sangli,Sangli,Maharashtra,West,16.864228,74.581585,4
XXS,South,Meerut,Meerut,Uttar Pradesh,North,28.970577,77.717484,4
EAE,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519719,87.301274,4
BMD,East,Firozabad,Firozabad,Uttar Pradesh,North,27.159228,78.383397,4
XSX,Central,Margao,South Goa,Goa,West,15.295843,73.988117,4
XCH,South,Saharanpur,Saharanpur,Uttar Pradesh,North,29.950526,77.557002,4
ABH,Chandrasekharpur,Bhubaneswar,Khordha,Odisha,East,20.287289,85.823628,4
NHS,Korlagunta,Tirupati,Chittoor,Andhra Pradesh,South,13.612788,79.419227,4
DDM,South,Raipur,Raipur,Chhattisgarh,Central,21.238335,81.641787,4
AIR,Central,Dhule,Dhule,Maharashtra,West,20.913413,74.774002,4
XGT,Saibaba Colony,Coimbatore,Coimbatore,Tamil Nadu,South,11.023791,76.966357,4
STW,Nerul,Navi Mumbai,Thane,Maharashtra,West,19.023814,73.044967,4
AKB,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.531434,87.312153,4
DJC,East,Jalandhar,Jalandhar,Punjab,North,31.327067,75.566299,4
SSO,North,Kamarhati,North 24 Parganas,West Bengal,East,22.670366,88.382402,4
XDE,North,Siliguri,Darjeeling,West Bengal,East,26.725719,88.410073,4
XCA,East,Jalandhar,Jalandhar,Punjab,North,31.326156,75.567363,4
MPO,Jagatpura,Jaipur,Jaipur,Rajasthan,North,26.912965,75.776111,4
PBN,East,Karnal,Karnal,Haryana,North,29.685661,76.980774,4
DSI,Central,Panaji,North Goa,Goa,West,15.499995,73.828149,4
OFM,Central,Kamarhati,North 24 Parganas,West Bengal,East,22.681053,88.371259,4
XAK,East,Dibrugarh,Dibrugarh,Assam,Northeast,27.471873,94.902749,4
NPO,Central,Thrissur,Thrissur,Kerala,South,10.536544,76.212855,4
GTR,South,Ludhiana,Ludhiana,Punjab,North,30.887429,75.869498,4
DTC,South,Yamunanagar,Yamunanagar,Haryana,North,30.112589,77.267533,4
MCD,Kongu Nagar,Tiruppur,Tiruppur,Tamil Nadu,South,11.090337,77.339642,4
ISF,Central,Anantapur,Anantapur,Andhra Pradesh,South,14.693224,77.601673,4
NKP,South,Ballari,Ballari,Karnataka,South,15.122754,76.921079,4
NBH,South,Dhule,Dhule,Maharashtra,West,20.886555,74.774943,4
XWS,Saraswathipuram,Mysuru,Mysuru,Karnataka,South,12.297225,76.628743,4
NCT,South,Shimla,Shimla,Himachal Pradesh,North,31.087708,77.174466,4
MLX,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.751156,77.287956,4
MFS,South,Amritsar,Amritsar,Punjab,North,31.618854,74.884153,4
DVO,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.522204,87.324922,4
PHH,Central,Asansol,Paschim Bardhaman,West Bengal,East,23.686626,86.952829,4
XNM,Central,Bokaro Steel City,Bokaro,Jharkhand,East,23.679724,86.149842,4
HBZ,Central,Bokaro Steel City,Bokaro,Jharkhand,East,23.681436,86.149365,4
TAM,North,Mathura,Mathura,Uttar Pradesh,North,27.493166,77.688609,4
RBP,East,Tiruvottiyur,Tiruvallur,Tamil Nadu,South,13.164587,80.290101,4
SBS,North,Jodhpur,Jodhpur,Rajasthan,North,26.245261,73.039578,4
RTS,Argora,Ranchi,Ranchi,Jharkhand,East,23.352617,85.292188,4
ACH,North,Malegaon,Nashik,Maharashtra,West,20.559629,74.542409,4
AFR,Junction,Tirunelveli,Tirunelveli,Tamil Nadu,South,8.713432,77.770552,4
ERT,Gajuwaka,Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,17.677212,83.21742,4
XCO,East,Rourkela,Sundargarh,Odisha,East,22.258508,84.844485,4
FAM,North,Anantapur,Anantapur,Andhra Pradesh,South,14.681405,77.615849,4
XTT,East,Guntur,Guntur,Andhra Pradesh,South,16.307099,80.426816,4
XMH,South,Rohtak,Rohtak,Haryana,North,28.877595,76.605953,4
XBT,Korlagunta,Tirupati,Chittoor,Andhra Pradesh,South,13.60934,79.417766,4
SSR,North,Dibrugarh,Dibrugarh,Assam,Northeast,27.473212,94.927325,4
LUS,Central,Junagadh,Junagadh,Gujarat,West,21.53259,70.457966,4
SHW,East,Dibrugarh,Dibrugarh,Assam,Northeast,27.474161,94.901683,4
AML,Central,Agra,Agra,Uttar Pradesh,North,27.187125,78.007233,4
TBK,South,Jamshedpur,East Singhbhum,Jharkhand,East,22.789381,86.213607,4
SKC,North,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.18758,79.999295,4
XBE,East,Kota,Kota,Rajasthan,North,25.203636,75.858888,4
SIN,North,Kalyan,Thane,Maharashtra,West,19.247939,73.147459,4
DJS,South,Jalandhar,Jalandhar,Punjab,North,31.308103,75.575514,4
XMB,North,Dehradun,Dehradun,Uttarakhand,North,30.320371,78.046833,4
PMM,South,Thrissur,Thrissur,Kerala,South,10.5103,76.214461,4
DIC,North,Jalandhar,Jalandhar,Punjab,North,31.327649,75.590304,4
TDS,South,Jammu,Jammu,Jammu and Kashmir,North,32.708573,74.855514,4
XHH,North,Warangal,Warangal Urban,Telangana,South,17.967952,79.610032,4
TLN,North,Dibrugarh,Dibrugarh,Assam,Northeast,27.473692,94.926606,4
SCC,Sathuvachari,Vellore,Vellore,Tamil Nadu,South,12.926784,79.132139,4
SCN,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.504367,87.311753,4
XIL,Central,Davanagere,Davanagere,Karnataka,South,14.476867,75.921282,4
FPT,North,Gwalior,Gwalior,Madhya Pradesh,Central,26.224313,78.195705,4
SCI,North,Patiala,Patiala,Punjab,North,30.340847,76.400038,4
HGS,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.531286,87.313301,4
NSS,Sector 76,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.524163,77.389082,4
BSS,North,Brahmapur,Ganjam,Odisha,East,19.313452,84.80685,4
SGA,Central,Jalandhar,Jalandhar,Punjab,North,31.33613,75.575836,4
SGS,Central,Shillong,East Khasi Hills,Meghalaya,Northeast,25.588665,91.892753,4
DEP,South,Roorkee,Haridwar,Uttarakhand,North,29.836414,77.886356,4
PCN,North,Bhavnagar,Bhavnagar,Gujarat,West,21.764108,72.165679,4
EMH,East,Ajmer,Ajmer,Rajasthan,North,26.451824,74.62958,4
DES,South,Shahjahanpur,Shahjahanpur,Uttar Pradesh,North,27.86259,79.90752,4
CLS,South,Anantapur,Anantapur,Andhra Pradesh,South,14.664019,77.599078,4
CAT,Central,Margao,South Goa,Goa,West,15.295711,73.986682,4
DOL,East,Aizawl,Aizawl,Mizoram,Northeast,23.725288,92.70634,4
NPS,North,Jalandhar,Jalandhar,Punjab,North,31.325119,75.589158,4
SNI,Central,Aizawl,Aizawl,Mizoram,Northeast,23.739738,92.715695,4
XAM,Central,Dhule,Dhule,Maharashtra,West,20.913373,74.77407,4
TBM,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.503966,87.311913,4
AMS,Millerpuram,Thoothukudi,Thoothukudi,Tamil Nadu,South,8.762794,78.125713,4
XTS,Hampankatta,Mangalore,Dakshina Kannada,Karnataka,South,12.922976,74.854329,4
KPS,Central,Roorkee,Haridwar,Uttarakhand,North,29.863352,77.88758,4
XAD,East,Kota,Kota,Rajasthan,North,25.204756,75.8572,4
XNE,Central,Gulbarga,Kalaburagi,Karnataka,South,17.340771,76.835685,4
POS,Central,Gandhinagar,Gandhinagar,Gujarat,West,23.226861,72.635332,4
TSD,AB Road,Indore,Indore,Madhya Pradesh,Central,22.729138,75.841284,4
MNH,North,Ahmednagar,Ahmednagar,Maharashtra,West,19.094453,74.763506,4
VTK,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.749846,77.288222,4
ORS,Central,Ajmer,Ajmer,Rajasthan,North,26.460875,74.638532,4
SSS,Central,Aizawl,Aizawl,Mizoram,Northeast,23.738044,92.718354,4
NEC,Central,Ulhasnagar,Thane,Maharashtra,West,19.231726,73.165001,4
BSP,South,Akola,Akola,Maharashtra,West,20.682558,77.007924,4
DVP,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.519424,87.32735,4
MQM,South,Aizawl,Aizawl,Mizoram,Northeast,23.710675,92.717243,4
FSC,West,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.453522,80.319815,4
NBX,West,Kota,Kota,Rajasthan,North,25.217547,75.84924,4
PST,South,Malegaon,Nashik,Maharashtra,West,20.53967,74.527782,4
SBN,East,Kozhikode,Kozhikode,Kerala,South,11.260102,75.769403,4
SMG,North,Bhagalpur,Bhagalpur,Bihar,East,25.240711,86.997783,4
DYE,NIT,Faridabad,Faridabad,Haryana,North,28.413772,77.31901,4
XDP,Sadar,Nagpur,Nagpur,Maharashtra,West,21.156294,79.086713,4
DPS,Sayajigunj,Vadodara,Vadodara,Gujarat,West,22.316261,73.191987,4
ROM,Indirapuram,Ghaziabad,Ghaziabad,Uttar Pradesh,North,28.6808,77.452829,4
DJB,East,Jhansi,Jhansi,Uttar Pradesh,North,25.449658,78.557415,4
LUB,Suramangalam,Salem,Salem,Tamil Nadu,South,11.645116,78.146536,4
DOC,South,Varanasi,Varanasi,Uttar Pradesh,North,25.303465,82.985658,4
KSP,East,Hisar,Hisar,Haryana,North,29.148573,75.710786,4
BDS,Central,Agra,Agra,Uttar Pradesh,North,27.188106,78.008647,4
DED,Vijayanagar,Mysuru,Mysuru,Karnataka,South,12.276745,76.641159,4
ZSC,Central,Jalandhar,Jalandhar,Punjab,North,31.336159,75.574787,4
XLP,North,Kozhikode,Kozhikode,Kerala,South,11.258269,75.794971,4
STT,Sector 17,Chandigarh,Chandigarh,Chandigarh,North,30.744375,76.780402,4
PPF,South,Firozabad,Firozabad,Uttar Pradesh,North,27.139451,78.395591,4
MDO,East,Belgaum,Belgaum,Karnataka,South,15.84941,74.486682,4
BPO,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.518883,87.301247,4
RMS,South,Roorkee,Haridwar,Uttarakhand,North,29.835172,77.888185,4
EBS,Beach Road,Thoothukudi,Thoothukudi,Tamil Nadu,South,8.762268,78.147704,4
XMT,Central,Aligarh,Aligarh,Uttar Pradesh,North,27.908912,78.086945,4
AFE,North,Anantapur,Anantapur,Andhra Pradesh,South,14.681358,77.614781,4
NVR,East,Bhiwandi,Thane,Maharashtra,West,19.298306,73.053321,4
KYA,KK Nagar,Madurai,Madurai,Tamil Nadu,South,9.932621,78.132966,3
NSI,North,Akbarpur,Ambedkar Nagar,Uttar Pradesh,North,26.429648,82.554066,3
ASH,West,Jodhpur,Jodhpur,Rajasthan,North,26.242663,73.009712,3
EBK,North,Anand,Anand,Gujarat,West,22.562825,72.944651,3
XFN,Athwagate,Surat,Surat,Gujarat,West,21.160917,72.829112,3
HUM,Sohna Road,Gurgaon,Gurugram,Haryana,North,28.470075,77.01088,3
DOO,North,Bhuj,Kutch,Gujarat,West,23.251751,69.685447,3
KGQ,South,Shahjahanpur,Shahjahanpur,Uttar Pradesh,North,27.86436,79.905514,3
WTO,Central,Jhansi,Jhansi,Uttar Pradesh,North,25.458085,78.566558,3
NEE,North,Nadiad,Kheda,Gujarat,West,22.6936,72.87828,3
GOO,Central,Ajmer,Ajmer,Rajasthan,North,26.461998,74.63829,3
PDB,North,Warangal,Warangal Urban,Telangana,South,17.969168,79.60983,3
BNF,North,Dibrugarh,Dibrugarh,Assam,Northeast,27.471662,94.924519,3
MVA,East,Kohima,Kohima,Nagaland,Northeast,25.675669,94.096987,3
XAS,North,Tiruvottiyur,Tiruvallur,Tamil Nadu,South,13.16352,80.31536,3
FLA,East,Puducherry,Puducherry,Puducherry,South,11.941571,79.796308,3
WNP,South,Bareilly,Bareilly,Uttar Pradesh,North,28.350436,79.431825,3
MNM,East,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.44222,80.327454,3
TGM,Central,Dhule,Dhule,Maharashtra,West,20.916891,74.77403,3
BRS,North,Jalandhar,Jalandhar,Punjab,North,31.327364,75.592309,3
MQD,Dwaraka Nagar,Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,17.692306,83.230611,3
NBC,Central,Ahmednagar,Ahmednagar,Maharashtra,West,19.106958,74.74763,3
XAE,Central,Varanasi,Varanasi,Uttar Pradesh,North,25.329241,82.973245,3
FRA,Central,Kurnool,Kurnool,Andhra Pradesh,South,15.837143,78.036177,3
